trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
551,False,"{'a': 0.5, 'e': 0.4535961214255773}",20,0,13.94192490136805,"{0: 18, 1: 2, 2: 0, 3: 0, 4: 0}",0
552,False,"{'a': 0.5, 'e': 0.4518128007017902}",25,9,-3.604230256697175,"{0: 13, 1: 1, 2: 2, 3: 0, 4: 0}",1
553,False,"{'a': 0.5, 'e': 0.45002767272740274}",20,11,6.736390096206495,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
554,False,"{'a': 0.5, 'e': 0.4482407446429244}",25,11,9.775101319237061,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
555,False,"{'a': 0.5, 'e': 0.4464520235960651}",25,12,0.775188462279164,"{0: 11, 1: 0, 2: 2, 3: 0, 4: 0}",1
556,False,"{'a': 0.5, 'e': 0.44466151674170673}",30,0,-17.93776897636863,"{0: 25, 1: 1, 2: 3, 3: 1, 4: 0}",0
557,False,"{'a': 0.5, 'e': 0.4428692312418743}",25,17,12.418995157580799,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
558,False,"{'a': 0.5, 'e': 0.44107517426570736}",20,0,-0.05255616157332632,"{0: 17, 1: 2, 2: 1, 3: 0, 4: 0}",0
559,False,"{'a': 0.5, 'e': 0.43927935298943144}",25,12,-52.68571586697033,"{0: 10, 1: 0, 2: 1, 3: 1, 4: 1}",1
560,False,"{'a': 0.5, 'e': 0.4374817745963293}",20,0,7.95031290441503,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
561,False,"{'a': 0.5, 'e': 0.43568244627671204}",30,10,-77.61322106042847,"{0: 13, 1: 3, 2: 1, 3: 2, 4: 1}",1
562,False,"{'a': 0.5, 'e': 0.43388137522789066}",30,7,2.2415073085321127,"{0: 20, 1: 2, 2: 0, 3: 1, 4: 0}",1
563,False,"{'a': 0.5, 'e': 0.4320785686541468}",20,0,-10.05746888335191,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
564,False,"{'a': 0.5, 'e': 0.4302740337667045}",25,0,-11.370220277154488,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 1}",0
565,False,"{'a': 0.5, 'e': 0.42846777778370077}",30,6,-42.65158960402881,"{0: 17, 1: 2, 2: 4, 3: 1, 4: 0}",1
566,False,"{'a': 0.5, 'e': 0.42665980793015723}",30,13,-56.41569901720306,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
567,False,"{'a': 0.5, 'e': 0.4248501314379508}",30,18,0.18533346218393265,"{0: 10, 1: 0, 2: 2, 3: 0, 4: 0}",1
568,False,"{'a': 0.5, 'e': 0.42303875554578513}",25,12,14.082473233432982,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
569,False,"{'a': 0.5, 'e': 0.42122568749916134}",30,16,-72.96197859873955,"{0: 8, 1: 3, 2: 1, 3: 1, 4: 1}",1
570,False,"{'a': 0.5, 'e': 0.4194109345503491}",25,16,5.231823168684163,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
571,False,"{'a': 0.5, 'e': 0.41759450395835795}",20,15,-33.97174539513221,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 1}",1
572,False,"{'a': 0.5, 'e': 0.4157764029889078}",25,15,14.732695264917472,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
573,False,"{'a': 0.5, 'e': 0.4139566389144}",25,13,21.46463417877915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
574,False,"{'a': 0.5, 'e': 0.4121352190138885}",25,15,20.00043336641826,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
575,False,"{'a': 0.5, 'e': 0.4103121505730504}",20,11,-1.3490688014861147,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
576,False,"{'a': 0.5, 'e': 0.40848744088415717}",20,0,-0.5213745736647392,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
577,False,"{'a': 0.5, 'e': 0.40666109724604504}",25,14,6.287371652512609,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 0}",1
578,False,"{'a': 0.5, 'e': 0.4048331269640863}",30,24,12.624922579702059,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
579,False,"{'a': 0.5, 'e': 0.4030035373501593}",20,0,4.112861450804265,"{0: 18, 1: 0, 2: 2, 3: 0, 4: 0}",0
580,False,"{'a': 0.5, 'e': 0.4011723357226203}",30,15,2.561298877322753,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
581,False,"{'a': 0.5, 'e': 0.3993395294062732}",30,18,-33.58175774565174,"{0: 9, 1: 2, 2: 0, 3: 0, 4: 1}",1
582,False,"{'a': 0.5, 'e': 0.397505125732341}",25,7,7.581443801500166,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 0}",1
583,False,"{'a': 0.5, 'e': 0.39566913203843584}",20,5,-44.012531937063336,"{0: 10, 1: 0, 2: 4, 3: 1, 4: 0}",1
584,False,"{'a': 0.5, 'e': 0.3938315556685301}",30,12,-11.427572219167766,"{0: 15, 1: 1, 2: 1, 3: 1, 4: 0}",1
585,False,"{'a': 0.5, 'e': 0.39199240397292684}",30,17,11.042750808210267,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
586,False,"{'a': 0.5, 'e': 0.3901516843082303}",20,0,-49.02381474599342,"{0: 15, 1: 0, 2: 3, 3: 2, 4: 0}",0
587,False,"{'a': 0.5, 'e': 0.38830940403731673}",20,9,12.805784288884041,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
588,False,"{'a': 0.5, 'e': 0.38646557052930475}",20,0,-13.611967925958288,"{0: 17, 1: 0, 2: 2, 3: 1, 4: 0}",0
589,False,"{'a': 0.5, 'e': 0.38462019115952595}",20,14,10.71866263016474,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
590,False,"{'a': 0.5, 'e': 0.3827732733094953}",20,0,3.2941390897909852,"{0: 18, 1: 1, 2: 0, 3: 1, 4: 0}",0
591,False,"{'a': 0.5, 'e': 0.3809248243668818}",20,10,-28.88113975182139,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
592,False,"{'a': 0.5, 'e': 0.3790748517254788}",20,0,22.492611076037292,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
593,False,"{'a': 0.5, 'e': 0.37722336278517427}",20,16,4.389505050706827,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
594,False,"{'a': 0.5, 'e': 0.37537036495192155}",20,12,4.045913664099688,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
595,False,"{'a': 0.5, 'e': 0.37351586563770955}",25,13,19.377712769994858,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
596,False,"{'a': 0.5, 'e': 0.371659872260533}",25,0,-51.057554242126066,"{0: 22, 1: 0, 2: 0, 3: 2, 4: 1}",0
597,False,"{'a': 0.5, 'e': 0.36980239224436295}",20,12,0.025365429836734732,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
598,False,"{'a': 0.5, 'e': 0.36794343301911697}",25,7,-10.325780390547608,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 0}",1
599,False,"{'a': 0.5, 'e': 0.36608300202062954}",20,4,6.263806950104678,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
600,False,"{'a': 0.5, 'e': 0.36422110669062213}",25,6,-47.00326899312047,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 1}",1
601,False,"{'a': 0.5, 'e': 0.3623577544766736}",20,0,-7.37235468309492,"{0: 17, 1: 0, 2: 3, 3: 0, 4: 0}",0
602,False,"{'a': 0.5, 'e': 0.3604929528321903}",30,22,10.964235300023383,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
603,False,"{'a': 0.5, 'e': 0.35862670921637635}",30,14,-25.348485173221157,"{0: 11, 1: 2, 2: 3, 3: 0, 4: 0}",1
604,False,"{'a': 0.5, 'e': 0.35675903109420365}",25,8,-7.186934174603239,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
605,False,"{'a': 0.5, 'e': 0.3548899259363823}",25,6,-32.82769942536549,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 1}",1
606,False,"{'a': 0.5, 'e': 0.35301940121933034}",25,4,-12.276252339280497,"{0: 18, 1: 0, 2: 2, 3: 1, 4: 0}",1
607,False,"{'a': 0.5, 'e': 0.3511474644251443}",20,15,9.468623575095968,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
608,False,"{'a': 0.5, 'e': 0.34927412304156863}",25,0,-58.77744535545938,"{0: 19, 1: 1, 2: 4, 3: 0, 4: 1}",0
609,False,"{'a': 0.5, 'e': 0.34739938456196656}",25,9,-15.03927060765155,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 0}",1
610,False,"{'a': 0.5, 'e': 0.3455232564852894}",25,0,22.59053012670993,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
611,False,"{'a': 0.5, 'e': 0.34364574631604705}",30,21,15.851330119238463,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
612,False,"{'a': 0.5, 'e': 0.3417668615642776}",25,0,19.85003296315608,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
613,False,"{'a': 0.5, 'e': 0.3398866097455176}",35,15,-36.4796243668768,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",1
614,False,"{'a': 0.5, 'e': 0.33800499838077175}",20,8,9.874174808622723,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
615,False,"{'a': 0.5, 'e': 0.3361220349964831}",20,2,-36.732036542857465,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 1}",1
616,False,"{'a': 0.5, 'e': 0.3342377271245026}",20,13,-7.043049099065563,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
617,False,"{'a': 0.5, 'e': 0.33235208230205926}",20,15,7.760392903674717,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
618,False,"{'a': 0.5, 'e': 0.33046510807172985}",20,9,8.74249167412233,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
619,False,"{'a': 0.5, 'e': 0.3285768119814088}",30,5,-54.969480718125254,"{0: 21, 1: 0, 2: 1, 3: 2, 4: 1}",1
620,False,"{'a': 0.5, 'e': 0.3266872015842779}",30,0,22.19252057793693,"{0: 27, 1: 3, 2: 0, 3: 0, 4: 0}",0
621,False,"{'a': 0.5, 'e': 0.32479628443877623}",20,3,-28.476540271734297,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 1}",1
622,False,"{'a': 0.5, 'e': 0.3229040681085699}",20,1,-39.0310470320128,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 0}",1
623,False,"{'a': 0.5, 'e': 0.32101056016252166}",20,14,-33.75863457337683,"{0: 4, 1: 0, 2: 0, 3: 2, 4: 0}",1
624,False,"{'a': 0.5, 'e': 0.31911576817466075}",25,11,-33.42962452481121,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
625,False,"{'a': 0.5, 'e': 0.3172196997241527}",25,14,2.9391461921728608,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
626,False,"{'a': 0.5, 'e': 0.3153223623952687}",25,0,-16.567933795977122,"{0: 21, 1: 1, 2: 2, 3: 1, 4: 0}",0
627,False,"{'a': 0.5, 'e': 0.3134237637773555}",20,16,7.4570600179155795,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
628,False,"{'a': 0.5, 'e': 0.31152391146480507}",20,3,17.338998495717146,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
629,False,"{'a': 0.5, 'e': 0.3096228130570242}",20,12,-48.22408821662909,"{0: 6, 1: 0, 2: 0, 3: 1, 4: 1}",1
630,False,"{'a': 0.5, 'e': 0.3077204761584039}",25,0,25.185537303564963,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
631,False,"{'a': 0.5, 'e': 0.3058169083782893}",30,16,25.422559609706397,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
632,False,"{'a': 0.5, 'e': 0.3039121173309489}",25,17,12.657915684475379,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
633,False,"{'a': 0.5, 'e': 0.30200611063554444}",30,18,22.511782085346045,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
634,False,"{'a': 0.5, 'e': 0.3000988959161001}",20,0,-15.995088259813443,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
635,False,"{'a': 0.5, 'e': 0.2981904808014722}",30,16,-0.1613667188846848,"{0: 12, 1: 0, 2: 2, 3: 0, 4: 0}",1
636,False,"{'a': 0.5, 'e': 0.2962808729253187}",25,0,16.224744307528265,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
637,False,"{'a': 0.5, 'e': 0.29437007992606856}",25,15,-26.306445636258164,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
638,False,"{'a': 0.5, 'e': 0.29245810944689116}",20,14,9.161728767364071,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
639,False,"{'a': 0.5, 'e': 0.29054496913566596}",30,9,25.086416919180323,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
640,False,"{'a': 0.5, 'e': 0.2886306666449516}",35,13,-95.42388259951825,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 3}",1
641,False,"{'a': 0.5, 'e': 0.28671520963195546}",25,7,12.172177301622636,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 0}",1
642,False,"{'a': 0.5, 'e': 0.28479860575850313}",25,14,20.17581373521867,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
643,False,"{'a': 0.5, 'e': 0.2828808626910075}",20,1,9.91238565142578,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
644,False,"{'a': 0.5, 'e': 0.28096198810043826}",25,13,-46.47451372520296,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 1}",1
645,False,"{'a': 0.5, 'e': 0.2790419896622912}",20,0,-52.218155651853536,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
646,False,"{'a': 0.5, 'e': 0.2771208750565576}",25,9,-34.85086130809663,"{0: 12, 1: 0, 2: 2, 3: 2, 4: 0}",1
647,False,"{'a': 0.5, 'e': 0.2751986519676933}",20,0,15.402515165150783,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
648,False,"{'a': 0.5, 'e': 0.273275328084588}",35,18,5.557231225554782,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 0}",1
649,False,"{'a': 0.5, 'e': 0.2713509111005347}",20,9,-4.396906156537542,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
650,False,"{'a': 0.5, 'e': 0.26942540871319887}",25,15,8.30685076938953,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
651,False,"{'a': 0.5, 'e': 0.26749882862458735}",25,7,14.2025149239504,"{0: 16, 1: 2, 2: 0, 3: 0, 4: 0}",1
652,False,"{'a': 0.5, 'e': 0.265571178541018}",30,8,38.52090902502773,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
653,False,"{'a': 0.5, 'e': 0.2636424661730887}",25,11,23.94003183609674,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
654,False,"{'a': 0.5, 'e': 0.2617126992356461}",30,13,26.784799762393295,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
655,False,"{'a': 0.5, 'e': 0.25978188544775555}",30,20,13.051887835643848,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
656,False,"{'a': 0.5, 'e': 0.2578500325326696}",35,9,32.47941356405636,"{0: 25, 1: 1, 2: 0, 3: 0, 4: 0}",1
657,False,"{'a': 0.5, 'e': 0.2559171482177973}",35,22,21.097543089452355,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
658,False,"{'a': 0.5, 'e': 0.2539832402346734}",25,0,34.87874569810772,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
659,False,"{'a': 0.5, 'e': 0.25204831631892716}",25,16,19.614687489643003,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
660,False,"{'a': 0.5, 'e': 0.25011238421025167}",25,19,-31.73036660360973,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
661,False,"{'a': 0.5, 'e': 0.2481754516523729}",20,2,-12.031790870658439,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
662,False,"{'a': 0.5, 'e': 0.24623752639301838}",25,19,-3.8498923447532754,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
663,False,"{'a': 0.5, 'e': 0.24429861618388662}",20,10,-24.049248009390094,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 1}",1
664,False,"{'a': 0.5, 'e': 0.24235872878061585}",20,8,1.3140531381764928,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 0}",1
665,False,"{'a': 0.5, 'e': 0.2404178719427531}",20,6,13.686398577238627,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
666,False,"{'a': 0.5, 'e': 0.23847605343372313}",20,8,-29.471987449244384,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 1}",1
667,False,"{'a': 0.5, 'e': 0.2365332810207974}",25,1,-11.724436280646884,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 1}",1
668,False,"{'a': 0.5, 'e': 0.23458956247506296}",30,0,-56.19664270348092,"{0: 25, 1: 0, 2: 3, 3: 1, 4: 1}",0
669,False,"{'a': 0.5, 'e': 0.23264490557139142}",30,16,7.473664501918931,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
670,False,"{'a': 0.5, 'e': 0.23069931808840777}",25,17,8.172943325290838,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
671,False,"{'a': 0.5, 'e': 0.22875280780845939}",20,10,8.959998215153245,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
672,False,"{'a': 0.5, 'e': 0.22680538251758475}",20,14,-0.8200222342974912,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
673,False,"{'a': 0.5, 'e': 0.22485705000548248}",20,10,-2.8428030544300658,"{0: 9, 1: 0, 2: 0, 3: 1, 4: 0}",1
674,False,"{'a': 0.5, 'e': 0.22290781806547996}",25,12,9.660020976318876,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
675,False,"{'a': 0.5, 'e': 0.22095769449450242}",25,10,7.91714681006214,"{0: 13, 1: 1, 2: 1, 3: 0, 4: 0}",1
676,False,"{'a': 0.5, 'e': 0.2190066870930415}",20,8,12.446755094652186,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
677,False,"{'a': 0.5, 'e': 0.2170548036651242}",25,17,15.66012636471553,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
678,False,"{'a': 0.5, 'e': 0.21510205201828167}",20,7,-2.1999368399578527,"{0: 12, 1: 0, 2: 0, 3: 1, 4: 0}",1
679,False,"{'a': 0.5, 'e': 0.21314843996351784}",20,9,24.842461637490345,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
680,False,"{'a': 0.5, 'e': 0.2111939753152784}",20,12,3.293627970811269,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
681,False,"{'a': 0.5, 'e': 0.20923866589141926}",20,11,18.19490117012087,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
682,False,"{'a': 0.5, 'e': 0.20728251951317553}",20,0,9.719431842297038,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
683,False,"{'a': 0.5, 'e': 0.20532554400513015}",20,6,15.86647201188285,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
684,False,"{'a': 0.5, 'e': 0.2033677471951825}",20,7,-38.90549575455473,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
685,False,"{'a': 0.5, 'e': 0.20140913691451723}",20,10,18.44610431198449,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
686,False,"{'a': 0.5, 'e': 0.19944972099757285}",20,11,-1.6150310993734742,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
687,False,"{'a': 0.5, 'e': 0.19748950728201042}",20,6,24.85293343940194,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
688,False,"{'a': 0.5, 'e': 0.19552850360868218}",20,14,-30.41422236419133,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 1}",1
689,False,"{'a': 0.5, 'e': 0.1935667178216002}",30,13,30.748656942295888,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
690,False,"{'a': 0.5, 'e': 0.19160415776790501}",25,6,11.270972076148913,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
691,False,"{'a': 0.5, 'e': 0.18964083129783424}",20,9,21.67711430181965,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
692,False,"{'a': 0.5, 'e': 0.18767674626469114}",20,16,7.961400969087643,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
693,False,"{'a': 0.5, 'e': 0.1857119105248132}",25,17,4.913829911191488,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
694,False,"{'a': 0.5, 'e': 0.18374633193754078}",25,2,18.829221324024328,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 0}",1
695,False,"{'a': 0.5, 'e': 0.18178001836518562}",30,10,-14.138752429664766,"{0: 18, 1: 1, 2: 0, 3: 0, 4: 1}",1
696,False,"{'a': 0.5, 'e': 0.17981297767299934}",25,19,3.5731056844607254,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
697,False,"{'a': 0.5, 'e': 0.17784521772914214}",20,6,12.094873547935595,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
698,False,"{'a': 0.5, 'e': 0.17587674640465115}",25,17,-3.568599059559978,"{0: 6, 1: 1, 2: 1, 3: 0, 4: 0}",1
699,False,"{'a': 0.5, 'e': 0.17390757157340905}",30,8,32.63382347290933,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
700,False,"{'a': 0.5, 'e': 0.1719377011121125}",20,8,-32.10105186880944,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 1}",1
701,False,"{'a': 0.5, 'e': 0.16996714290024081}",30,0,17.814165049499458,"{0: 27, 1: 1, 2: 2, 3: 0, 4: 0}",0
702,False,"{'a': 0.5, 'e': 0.1679959048200241}",25,4,1.8012414197782936,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
703,False,"{'a': 0.5, 'e': 0.1660239947564121}",20,14,4.744945081127504,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
704,False,"{'a': 0.5, 'e': 0.16405142059704247}",20,9,15.824068562424724,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
705,False,"{'a': 0.5, 'e': 0.1620781902322094}",20,15,8.276884694750795,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
706,False,"{'a': 0.5, 'e': 0.16010431155483126}",20,13,12.746080051614548,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
707,False,"{'a': 0.5, 'e': 0.1581297924604204}",20,2,19.928337789697522,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
708,False,"{'a': 0.5, 'e': 0.15615464084705052}",20,6,7.3313509420228415,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
709,False,"{'a': 0.5, 'e': 0.15417886461532546}",20,11,7.295087859238675,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
710,False,"{'a': 0.5, 'e': 0.15220247166834752}",30,13,4.227836613423246,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
711,False,"{'a': 0.5, 'e': 0.15022546991168584}",20,10,17.607550687547743,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
712,False,"{'a': 0.5, 'e': 0.14824786725334482}",20,15,0.4953009491684941,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
713,False,"{'a': 0.5, 'e': 0.14626967160373244}",30,13,26.491660612614286,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
714,False,"{'a': 0.5, 'e': 0.14429089087562866}",25,5,36.192182616149076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
715,False,"{'a': 0.5, 'e': 0.14231153298415378}",20,4,18.5796522258631,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
716,False,"{'a': 0.5, 'e': 0.1403316058467367}",20,11,15.88824594345776,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
717,False,"{'a': 0.5, 'e': 0.13835111738308337}",20,3,26.918081108676073,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
718,False,"{'a': 0.5, 'e': 0.13637007551514496}",20,9,20.555807705054352,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
719,False,"{'a': 0.5, 'e': 0.13438848816708632}",25,16,5.61755755000547,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
720,False,"{'a': 0.5, 'e': 0.13240636326525418}",20,3,27.739302321011547,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
721,False,"{'a': 0.5, 'e': 0.13042370873814554}",25,13,22.173533376637128,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
722,False,"{'a': 0.5, 'e': 0.12844053251637583}",30,22,13.149910248001403,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
723,False,"{'a': 0.5, 'e': 0.12645684253264733}",20,12,14.831853073188372,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
724,False,"{'a': 0.5, 'e': 0.12447264672171729}",20,8,28.665191017381453,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
725,False,"{'a': 0.5, 'e': 0.12248795302036633}",25,19,13.223537446040826,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
726,False,"{'a': 0.5, 'e': 0.1205027693673666}",20,4,8.665180474067096,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
727,False,"{'a': 0.5, 'e': 0.11851710370345009}",30,15,13.853831519995941,"{0: 14, 1: 0, 2: 1, 3: 0, 4: 0}",1
728,False,"{'a': 0.5, 'e': 0.11653096397127677}",20,9,18.348533791488236,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
729,False,"{'a': 0.5, 'e': 0.11454435811540295}",20,1,8.229843663396158,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 0}",1
730,False,"{'a': 0.5, 'e': 0.11255729408224939}",20,6,-19.197567465116148,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
731,False,"{'a': 0.5, 'e': 0.11056977982006957}",30,22,13.621315339539734,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
732,False,"{'a': 0.5, 'e': 0.10858182327891791}",20,8,10.587145719427667,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
733,False,"{'a': 0.5, 'e': 0.10659343241061792}",20,3,28.846561280505927,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
734,False,"{'a': 0.5, 'e': 0.10460461516873039}",30,20,18.031669100451623,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
735,False,"{'a': 0.5, 'e': 0.10261537950852166}",20,12,13.74534610586137,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
